Plus Sign<br/><br/>What does this glyph look like?,+ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Plus Sign.htm'>Take me to symbol documentation</a>,Name->Sym
"Y may be any array.  X must be a simple scalar or vector whose elements are included in the set ⍳⍴⍴Y.  Integer values in X may be repeated but all integers in the set ⍳⌈/X must be included.  The length of X must equal the rank of Y. <br/> R is an array formed by the transposition of the axes of Y as specified by X.  The Ith element of X gives the new position for the Ith axis of Y.  If X repositions two or more axes of Y to the same axis, the elements used to fill this axis are those whose indices on the relevant axes of Y are equal. <br/> ⎕IO is an implicit argument of Dyadic Transpose. <br/> Assign a distinct letter for each unique integer in X : <br/> If R←X⍉Y, then R[i;j;k;…] equals Y indexed by the letters corresponding to elements of X . <br/> From the above it can be seen that:<br/><br/>What does this glyph look like?",⍉ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Transpose.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Transpose Dyadic.htm'>Take me to primitive function documentation</a>,Docs->Sym
Transpose(Dyadic)<br/><br/>What does this glyph look like?,⍉ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Transpose.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Transpose Dyadic.htm'>Take me to primitive function documentation</a>,Name->Sym
Transpose(Dyadic)<br/><br/>What does this glyph do?,"Y may be any array.  X must be a simple scalar or vector whose elements are included in the set ⍳⍴⍴Y.  Integer values in X may be repeated but all integers in the set ⍳⌈/X must be included.  The length of X must equal the rank of Y. <br/> R is an array formed by the transposition of the axes of Y as specified by X.  The Ith element of X gives the new position for the Ith axis of Y.  If X repositions two or more axes of Y to the same axis, the elements used to fill this axis are those whose indices on the relevant axes of Y are equal. <br/> ⎕IO is an implicit argument of Dyadic Transpose. <br/> Assign a distinct letter for each unique integer in X : <br/> If R←X⍉Y, then R[i;j;k;…] equals Y indexed by the letters corresponding to elements of X . <br/> From the above it can be seen that: <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Transpose.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Transpose Dyadic.htm'>Take me to primitive function documentation</a>",Name->Docs
"Y may be any array.  X must be a simple scalar or vector whose elements are included in the set ⍳⍴⍴Y.  Integer values in X may be repeated but all integers in the set ⍳⌈/X must be included.  The length of X must equal the rank of Y. <br/> R is an array formed by the transposition of the axes of Y as specified by X.  The Ith element of X gives the new position for the Ith axis of Y.  If X repositions two or more axes of Y to the same axis, the elements used to fill this axis are those whose indices on the relevant axes of Y are equal. <br/> ⎕IO is an implicit argument of Dyadic Transpose. <br/> Assign a distinct letter for each unique integer in X : <br/> If R←X⍉Y, then R[i;j;k;…] equals Y indexed by the letters corresponding to elements of X . <br/> From the above it can be seen that:<br/><br/>What is the name of this glyph?",Transpose(Dyadic) <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Transpose.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Transpose Dyadic.htm'>Take me to primitive function documentation</a>,Docs->Name
⍉<br/><br/>What does this glyph do?,"Y may be any array.  X must be a simple scalar or vector whose elements are included in the set ⍳⍴⍴Y.  Integer values in X may be repeated but all integers in the set ⍳⌈/X must be included.  The length of X must equal the rank of Y. <br/> R is an array formed by the transposition of the axes of Y as specified by X.  The Ith element of X gives the new position for the Ith axis of Y.  If X repositions two or more axes of Y to the same axis, the elements used to fill this axis are those whose indices on the relevant axes of Y are equal. <br/> ⎕IO is an implicit argument of Dyadic Transpose. <br/> Assign a distinct letter for each unique integer in X : <br/> If R←X⍉Y, then R[i;j;k;…] equals Y indexed by the letters corresponding to elements of X . <br/> From the above it can be seen that: <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Transpose.htm'>Take me to Link</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Transpose Monadic.htm'>Take me to Link</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Transpose Dyadic.htm'>Take me to Link</a>",Sym->Docs
⍉<br/><br/>What is this glyph called?  What's the Monadic/Dyadic names?,Circle Backslash <br/> Monadic: Transpose <br/> Dyadic: DyadicTranspose <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Transpose.htm'>Take me to symbol documentation</a>,Sym->Name
Up Arrow<br/><br/>What does this glyph look like?,↑ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Up Arrow.htm'>Take me to symbol documentation</a>,Name->Sym
Monadic: If ⎕ML<2 Mix<br/><br/>What does this glyph look like?,↑ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Up Arrow.htm'>Take me to symbol documentation</a>,Name->Sym
"The symbol chosen to represent Mix depends on the current Migration Level. <br/> If ‚éēML<2, Mix is represented by the symbol: ‚ÜĎ. <br/> If ‚éēML‚Č•2, Mix is represented by the symbol: ‚äÉ. <br/> Y may be any array whose items may be uniform in rank and shape, or differ in rank and shape. If the items of Y are non-uniform, they are extended prior to the application of the function as follows: <br/> For the purposes of the following narrative,  y represents the virtual item in Y with the greatest rank and shape, with which all other items are extended to conform. <br/> R is an array composed from the items of  Y assembled into a higher-rank array with one less level of nesting. ‚ćīR will be some permutation of (‚ćīY),‚ćīy. <br/> K is an optional axis specification whose value(s)  indicate where in the result the axes of y appear. There are three cases: <br/> If K is absent, the axes of y appear as the last axes of the result. <br/> In this example, the shape of Y is 3, and the shape of  y is 2. So the shape of the result will be a permutation of 2 and 3, i.e. in this simple example, either (2 3) or (3 2). <br/> If K is omitted, the shape of the result is (‚ćīY),‚ćīy. <br/> If K is between 0 and 1, the shape of the result is (‚ćīy),‚ćīY because (‚ćīy) is inserted between the 0th and the 1st axis of the result, i.e. at the beginning. <br/> If K is between 1 and 2, the shape of the result is (‚ćīY),‚ćīy because (‚ćīy) is inserted between the 1st and 2nd axis of the result, i.e. at the end. This is the same as the case when K is omitted. <br/> An integer K may be used instead. If ‚éēML‚Č•2,  ‚äÉ is used instead of ‚ÜĎ). <br/> If the items of Y are unequal in shape, the shorter ones are extended: <br/> Notice that in the last statement, the shape of the third item was extended by catenating it with its prototype. <br/> In the following examples, Y is a matrix of shape (5 4) and each item of Y (y) is a matrix of shape (3 2). The shape of the result will be some permutation of (5 4 3 2). <br/> By default, the axes of y appear in the last position in the shape of the result, but this position is altered by specifying the axis K. Notice where the (3 2) appears in the following results: <br/> Note that ‚äÉ[4]Y generates an INDEX ERROR because 4 is greater than the length of the result. <br/>  The axes of y do not have to be contiguous in the shape of the result. By specifying a vector K, they can be distributed. Notice where the 3 and the 2 appear in the following results: <br/> If the items of Y are unequal in rank, the lower rank items are extended in rank by prefixing their shapes with 1s. Each additional 1 may then be increased to match the maximum shape of the other items along that axis. <br/> In the above example, the first item (1) becomes (1 1‚ćī1) to conform with the 3rd item which is rank 2. It is then extended in shape to become (2 4‚ÜĎ1 1‚ćī1) to conform with the 2-row 3rd item, and 4-column 2nd item.. Likewise, the 2nd item becomes a 2-row matrix, and the 3rd item gains another column.<br/><br/>What does this glyph look like?",↑ <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Up Arrow.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Mix.htm'>Take me to primitive function documentation</a>,Docs->Sym
Mix<br/><br/>What does this glyph do?,"The symbol chosen to represent Mix depends on the current Migration Level. <br/> If ‚éēML<2, Mix is represented by the symbol: ‚ÜĎ. <br/> If ‚éēML‚Č•2, Mix is represented by the symbol: ‚äÉ. <br/> Y may be any array whose items may be uniform in rank and shape, or differ in rank and shape. If the items of Y are non-uniform, they are extended prior to the application of the function as follows: <br/> For the purposes of the following narrative,  y represents the virtual item in Y with the greatest rank and shape, with which all other items are extended to conform. <br/> R is an array composed from the items of  Y assembled into a higher-rank array with one less level of nesting. ‚ćīR will be some permutation of (‚ćīY),‚ćīy. <br/> K is an optional axis specification whose value(s)  indicate where in the result the axes of y appear. There are three cases: <br/> If K is absent, the axes of y appear as the last axes of the result. <br/> In this example, the shape of Y is 3, and the shape of  y is 2. So the shape of the result will be a permutation of 2 and 3, i.e. in this simple example, either (2 3) or (3 2). <br/> If K is omitted, the shape of the result is (‚ćīY),‚ćīy. <br/> If K is between 0 and 1, the shape of the result is (‚ćīy),‚ćīY because (‚ćīy) is inserted between the 0th and the 1st axis of the result, i.e. at the beginning. <br/> If K is between 1 and 2, the shape of the result is (‚ćīY),‚ćīy because (‚ćīy) is inserted between the 1st and 2nd axis of the result, i.e. at the end. This is the same as the case when K is omitted. <br/> An integer K may be used instead. If ‚éēML‚Č•2,  ‚äÉ is used instead of ‚ÜĎ). <br/> If the items of Y are unequal in shape, the shorter ones are extended: <br/> Notice that in the last statement, the shape of the third item was extended by catenating it with its prototype. <br/> In the following examples, Y is a matrix of shape (5 4) and each item of Y (y) is a matrix of shape (3 2). The shape of the result will be some permutation of (5 4 3 2). <br/> By default, the axes of y appear in the last position in the shape of the result, but this position is altered by specifying the axis K. Notice where the (3 2) appears in the following results: <br/> Note that ‚äÉ[4]Y generates an INDEX ERROR because 4 is greater than the length of the result. <br/>  The axes of y do not have to be contiguous in the shape of the result. By specifying a vector K, they can be distributed. Notice where the 3 and the 2 appear in the following results: <br/> If the items of Y are unequal in rank, the lower rank items are extended in rank by prefixing their shapes with 1s. Each additional 1 may then be increased to match the maximum shape of the other items along that axis. <br/> In the above example, the first item (1) becomes (1 1‚ćī1) to conform with the 3rd item which is rank 2. It is then extended in shape to become (2 4‚ÜĎ1 1‚ćī1) to conform with the 2-row 3rd item, and 4-column 2nd item.. Likewise, the 2nd item becomes a 2-row matrix, and the 3rd item gains another column. <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Symbols/Up Arrow.htm'>Take me to symbol documentation</a> <br/><br/><a href='https://help.dyalog.com/18.2/Content/Language/Primitive Functions/Mix.htm'>Take me to primitive function documentation</a>",Name->Docs
